name|description|image1|image2
Polycom ViewStation™ Adapter H323 Videoconferencing Unit|Power Supply for Polycom Viewstation 128/h.323/512/MP|http://www.323.tv/products/video-conferencing/conference-room/polycom-viewstation-h.323/image_main|
Hon GuestStacker Chair|HON GuestStacker 4030 Series Chairs 31 H x 21 W x 21 12 D Onyx Carton Of 4, Armless stackable guest chairs feature co polymer resin seat and back shell|https://guideimg.alibaba.com/images/shop/2016/08/14/27/hon4031mbt-hon-gueststacker-chair_23456427.jpeg|
Eldon® Wave Desk Accessories|"Eldon reflection 2000 Desk Pad 18"" x 24"" Black Translucent"|http://quill.scene7.com/is/image/Quill/73107_s7?$img320$|
Sharp AL-1530CS Digital Copier|The Sharp AL-1540CS is a digital copier/printer/Scanner, all in one unit|http://www.copierswarehouse.com/images/sharp-al-1530cs-digital-copier-printer-color-scanner.jpg|
Tennsco Lockers, Gray|"Single Tier Locker - One Wide Without Legs (Assembled) 15""w x 15""d x 60""h Model # STS-151560-A"|https://images-na.ssl-images-amazon.com/images/I/41kdJlkPYrL.jpg|
Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White|"Avery File Folder Labels for Dot Matrix Printers, White, 3-1/2"" x 7/16"", ... Labels for Dot Matrix Printers, White"|https://ak1.ostkcdn.com/images/products/2691344/3/Avery-4027-File-Folder-Labels-5000-Box-P10884064.jpg|
Newell 323|Pigma Micron pens are quick-drying pigmented ink, acid-free, archival, Fade Proof, and Waterproof.|https://www.discountart.com/store/media/Sakura/Sakura-Pigma-Micron-6-Nib-Sizes-and-Lines-1-2.jpg|https://colors255.files.wordpress.com/2016/01/linere-micron.jpg
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs|Sculptured seat and back cushions provide lateral and lumbar support. ... Global 19504 Tye Mesh Management Series High-Back Swivel/Tilt Chair, Black|http://www.officespecialties.com/images_products/207399_big.jpg|
Spiral Phone Message Books with Labels by Adams|Adams Spiral Bound Phone Message Book 11 x 5 14 Book Of 400 Messages|http://quill.scene7.com/is/image/Quill/132903_s7?$img320$|
Holmes 99% HEPA Air Purifier|Buy Holmes HEPA Type Desktop Air Purifier, 3 Speeds plus Optional Ionizer, ... HEPA type filter helps remove up to 99% of airborne particles|http://www.holmesproducts.com/on/demandware.static/-/Sites-master-catalog/default/dweae816e6/images/highres/HAP412BNS-U-1.jpg|
Xerox 224|"Letter - 8.50"" x 11"" - 24 lb Basis Weight - 92 Brightness - 5000 / Carton - White"|http://www.theofficedealer.com/resources/images/1445989384/Original_146743.jpg|
Xerox 1906|"Xerox - Multipurpose Plus Paper, 24lb, 96 Bright, 8-1/2 x 11"" - Mega Ream [CLUB] 757149EC"|http://scene7.samsclub.com/is/image/samsclub/0009520522411_A?$img_size_380x380$|
Xerox 188|We supply Xerox digital paper both by the ream in the following weights:80gsm; 90gsm; 100gsm and 160gsm.|http://cdn.shopify.com/s/files/1/0475/4913/products/499188_449519770_large.jpeg?v=1402243611|
Xerox 1932|Xerox 016-1932-00 Maintenance kit - 40000 pages - for Phaser 860, 860B, 860DP, 860DX, |http://www.elive.co.nz/images/fuji-xerox-016-1932-00-extended-capacity-maintenance-kit.jpg|
GBC Linen Binding Covers|Swingline® GBC® Premium Rigid Binding Covers, Square Corners, Black|http://ancdn-f-j.shopletcdn.com/productimages/500x500/GBC2000503_2_1.JPG|
GBC Recycled Grain Textured Covers|Binding Machine Grain Textured Covers,Ocean Blue, 100 Sets/Box|http://www.supplymatic.com/images/product/medium/126153.JPG|
Sauder Facets Collection Library, Sky Alder Finish|"Sauder® Office Port Executive Desk, 29 1/2""H x 65 1/2""W x 29 1/2""D, Dark Alder "|http://s7d1.scene7.com/is/image/officedepot/1366480_p_21947949_sla?$OD-Dynamic$&wid=450&hei=450|
Fellowes Basic 104-Key Keyboard, Platinum|Fellowes Basic 104 Key Keyboard -- Cable Connectivity - PS/2 Interface - 104 Key - Compatible with Computer (PC) - Platinum|http://content.etilize.com/500/10027292.jpg|
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection|Kensington 7-Outlet MasterPiece Plus Power Control Center with Phone Line Protection - KMW62107|http://ancdn-p-t.shopletcdn.com/productimages/500x500/SKMW3241.JPG|
O'Sullivan 3-Shelf Heavy-Duty Bookcases|Ameriwood 3-Shelf Bookcases, Set of 2 (Mix and Match)|https://i5.walmartimages.com/asr/2bb176d9-d834-442d-b64d-fc34db416b2c_1.273974049cf910179cbe9349a82affa2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF|
Panasonic KX-P1150 Dot Matrix Printer|Personal printer ? dot?matrix ? 9 pin ? monochrome|https://ak1.ostkcdn.com/images/products/2010208/Panasonic-KX-P1150-Dot-Matrix-Printer-a3c4a94b-3fa5-4845-8bd0-6850222abeb6_600.jpg|
Newell 327|Smooth-flowing ballpoint ink provides neat, accurate lines|http://www.staples-3p.com/s7/is/image/Staples/s0817004_sc7?$splssku$|
Xerox 1893|Paper A4 80gsm White 003R90649 Pack of 5 Reams|https://images-eu.ssl-images-amazon.com/images/I/61XejY7vS%2BL._SL1500_.jpg|
Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back|Rounded Back, Claret Burgundy Fabric/Black Frame, 4/Ctn|http://images.officeworld.com/products/240/HON1082BP19T_1_1.JPG|
Eldon Radial Chair Mat for Low to Medium Pile Carpets|eldon Radial Chair Mat for Low to Medium Pile Carpet, 37 x 50|https://ak1.ostkcdn.com/images/products/9552030/P16732805.jpg|
DAX Copper Panel Document Frame, 5 x 7 Size|DAX® Value U-Channel Document Frame, Plastic, 8 1/2 x 11, Black, 1/Set ... Rosewood|https://images-na.ssl-images-amazon.com/images/I/51%2BHhPqLJIL._SY355_.jpg|
O'Sullivan 2-Shelf Heavy-Duty Bookcases|"11 5/8""D x 35 5/8""W x 48 1/2""H ..$109.99 ... Features adjustable shelves. Saude"|http://www.homedepot.com/catalog/productImages/1000/a3/a3dee7e3-7d42-40af-88e9-8e54ebcf775f_1000.jpg|
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"|"Nonstudded Hard Floor Chair Mat, Rectangular, 46""W x 60""D, Clear"|http://s7d1.scene7.com/is/image/officedepot/801223_p_main_image?$OD-Dynamic$&wid=450&hei=450|
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page"|"Rediform Wirebound Message Book, 2-3/4"" x 5, 2-Part, 200 Forms, 120 Alert Labels"|http://content.oppictures.com/Master_Images/Master_Variants/Variant_240/79722.JPG|
Memorex Slim 80 Minute CD-R, 10/Pack|Memorex 700MB/80-Minute 40x Music CD-R Media (10-Pack with Slim Jewel)|https://images-na.ssl-images-amazon.com/images/I/41rGbS3coIL._SY300_.jpg|
Aluminum Document Frame|Contemporary matte black aluminum dual use metal document frame|https://images-na.ssl-images-amazon.com/images/I/41jM-r8LWWL._SY300_.jpg|
Memorex 80 Minute CD-R Spindle, 100/Pack|Memorex 700MB/80-Minute 52x Data CD-R Media 50-Pack Spindle|https://images-na.ssl-images-amazon.com/images/I/31p-CG2FYoL._SY300_.jpg|
Multi-Use Personal File Cart and Caster Set, Three Stacking Bins|Ergonomic handles|https://i5.walmartimages.com/asr/dcccfde7-1ac1-4586-a21b-2b523a5600a2_1.d23bbc344d96d7d585f3366a55707784.jpeg|
Accessory36|"Nuvo Lighting TP161 Accessory - 36"" Extension Wand, White Finish"|https://secure.img.wfrcdn.com/lf/49/hash/5918/4812567/1/Nuvo-Lighting-36-Track-Light-Extension-Wand-in-White-TP161.jpg|
Xerox 20|Xerox® Multipurpose Color Paper, Letter Size Paper, 20 Lb, 30% Recycled, Yellow, Ream Of 500 Sheets|http://s7d1.scene7.com/is/image/officedepot/345660_p_2?$OD-Dynamic$&wid=450&hei=450|
Surelock™ Post Binders|locking round rings. Cover boards made from 100% recycled fiber with at least 98% post-consumer fiber.|https://secure.img2.wfrcdn.com/lf/79/hash/5217/18346529/1/Easyopen%2BLocking%2BRound%2BRing%2BBinder%252C%2B11%2BX%2B8-1%252F2%252C%2B3%2522%2BCapacity.jpg|
Colorific® Watercolor Pencils| Watercolor Pencils. Watercolor Pencils appear at first to be normal colored pencils, but when water is added to them, they give the beautiful look|http://www.directadvantage.com/images/20/23502.jpg|
*Staples* vLetter Openers, 2/Pack|The Staples Letter Opener, 2/Pack, improves upon the classic design with a safely hidden blade and plastic construction that's comfortable to handle|http://www.staples-3p.com/s7/is/image/Staples/s0345069_sc7?$splssku$|
Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms|HON® 4700 Series Mobius® Task Seating Mid-Back Swivel Chair.|http://c.shld.net/rpx/i/s/pi/mp/2497/prod_2521410?src=http%3A%2F%2Fimages.shopletcdn.com%2Fproductimages%2F300x300%2FHON4706EE11T_1_1.JPG&d=fb5e422da8b0d2806e519f7999bf8a6045ed4012&wid=140&wid=180hei=140|
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables|Convene meeting tables and conference room furniture create a beautiful, durable, high-end space that reflects the essence of your brand.|https://images.steelcase.com/image/upload/v1418158530/www.steelcase.com/14-0000961.jpg|
Eldon Econocleat® Chair Mats for Low Pile Carpets|The Staples Low Pile Carpet Chair Mat with Lip is a durable and lightweight floor covering that helps extend the life of office carpets that are up to 3/8-inches|https://ak1.ostkcdn.com/images/products/9543568/P16724207.jpg|
Prang Drawing Pencil Set|Artist drawing pencil set includes one each of HB, 3B, 5B and 6B pencils. HB is extra hard to produce very light marks|http://www.prang.com/_common/_media/products/large/9B2DAD60-1E4F-395D-A316A5979B58FD32.jpg|http://www.staples-3p.com/s7/is/image/Staples/s0151779_sc7?$splssku$
T39m|Ericsson T39m ? White ? Unlocked ? GSM|http://img07.deviantart.net/eeb8/i/2004/11/c/9/cell_phone_t39m.jpg|http://www.teltarif.de/arch/2001/kw30/T39m.jpg
Xerox 1982|"Everyday Copy Paper 20lb, 92 Bright, 8-1/2 x 11"""|http://images.salefreaks.com/sfimages20160506/SF.US.42303030484553503349.1.jpg|
Xerox 1924|We are very pleased that the Xerox® Paper and Specialty Media Line is now a part of the Domtar family of products.|http://xeroxpaperusa.com/getattachment/5616e6e0-0bc3-415b-929a-9699d44c80a4/Products/Vitality-Multipurpose-Printer-Papers?maxsidesize=556|
Turquoise Lead Holder with Pocket Clip|Push-button spring action, knurled metal grip, removable pocket clip. Turquoise graphite leads(ordered separately) are tiny particles of electronic graphite|http://cdn.dick-blick.com/items/206/01/20601-0000-1-2ww-m.jpg|
Okidata ML395C Color Dot Matrix Printer|This 24-pin dot matrix printer delivers high productivity and superior print quality|http://www.provantage.com/fullsize/10004813.JPG|
Microsoft Internet Keyboard|he Internet Keyboard is Microsoft's best value in a high-quality keyboard, incorporating one-touch Internet browser navigation|https://images-na.ssl-images-amazon.com/images/I/419NDSY6S1L.jpg|
Global Ergonomic Managers Chair|Adjustable options are a key benefit of ergonomic office chairs|http://cdn6.bigcommerce.com/s-iotlmj4/products/301/images/1041/OTG11657B_Reg__65364.1425657883.1280.1280.jpg?c=2|
Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum|Office Star ProGrid Back Managers Chair with 2-Way Adjustable Arms and Dual Function Control and Seat Slider: Adjustable Chairs|https://ak1.ostkcdn.com/images/products/6713615/Office-Star-Deluxe-Task-Chair-with-Ratchet-Back-Height-Adjustment-and-2-way-Adjustable-Arms-P14263556.jpg|
Xerox 1971|We have all types of A4 paper 80 gsm 75gsm and 70 gsm also we have A3 paper A4 paper in roll, ream.You can request for the specification of all the below paper.brightness 100% which is good for all office use.|http://img1.exportersindia.com/product_images/bc-full/dir_116/3450506/xerox-multipurpose-paper-a4-80gsm-75gsm-70gsm-1971302.jpg|
Eldon Portable Mobile Manager|"Box Type : Storage.Material : Plastic.File Size Format : Letter
"|https://ak1.ostkcdn.com/images/products/77/339/L13817016.jpg|
Accessory6|"Features fun, floral patterns and attached strings for easy hanging; Made out of durable paper; Package contains 6 paper lanterns measuring 8"", 10"" and 12"""|http://www.alice-in-wonderland.net/wp-content/uploads/Fiesta-Paper-Lantern-Value-Pack-Party-Accessory-0.jpg|
Durable Pressboard Binders|Top Opening Pressboard Report Cover, Prong Fastener, 11 x 17, Black|https://images-na.ssl-images-amazon.com/images/I/41Pax1LV%2BOL._SY355_.jpg|
Fellowes 17-key keypad for PS/2 interface|Fellowes 17Key Num Pad PS2 Port (not USB) in Computers/Tablets & Networking, Keyboards, Mice & Pointers, Keyboards & Keypads|http://thumbs1.ebaystatic.com/images/g/t2EAAOSwk1JWfHQP/s-l225.jpg|
StarTAC ST7762|Motorola Star TAC/ StarTAC ST7762, ST 7762, ST-7762 cell cellular wireless phone replacement RETRACT/ RETRACTABLE antenna/ antennas|http://ecx.images-amazon.com/images/I/41Z59DVC56L._SX342_.jpg|
Accessory21|"SCIENSCOPE MICROSCOPE BOOM ACCESSORY 21-1/2"" X 15"" X 17-1/2"" CODE: MP-209 in Business & Industrial, Healthcare, Lab & Life Scienc"|http://thumbs.ebaystatic.com/images/g/P-IAAOSwawpXq4ZK/s-l225.jpg|
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind|Heavy duty electric comb binding machine for medium to large office use; Punches up to 20 sheets at a time; Binds up to 500 sheets with a 2” comb|http://assets.fellowes.com/images/products/zoom/QuasarE_hero_left_w-paper_022315.png|
Staples 6 Outlet Surge|This Staples surge protector with 6 outlets and a 4' cord has 1,200 joules of energy absorption to protect electrical devices from electrical surges and spike|http://www.staples-3p.com/s7/is/image/Staples/s0694795_sc7?$splssku$|
Recycled Eldon Regeneration Jumbo File|File sorters and racks make it simple to organize files, reports and other information. There are options available in different sizes, styles, colors and materials that ensure a good fit on most desks.|http://www.staples-3p.com/s7/is/image/Staples/m002304253_sc7?$splssku$|
Verbatim DVD-R 4.7GB authoring disc|Verbatim's DVD-R media for Authoring offer 4.7GB of storage capacity and superior recording quality.|http://www.duplication.ca/shop/images/P/93966.jpg|
Canon P1-DHIII Palm Printing Calculator|Business Calculation.Adapter Included.AC\DC Operation.|https://images-na.ssl-images-amazon.com/images/I/418U%2ByRtmML._SY300_.jpg|
GBC Binding covers|From sturdy plastic to premium faux leather, we have a binding cover to match your style and budget.|http://s7d1.scene7.com/is/image/officedepot/638314_scene7?$OD-Dynamic$&wid=450&hei=450|
Global Stack Chair without Arms, Black|Stackable, Padded Armless and Plastic Arm. Various colors are Black, Blue, Blueberry/Black and Burgundy.|http://www.polyvore.com/cgi/img-thing?.out=jpg&size=l&tid=10172907|
"Speediset Carbonless Redi-Letter® 7"" x 8 1/2"""|"REDIFORM Speed Letter Forms, Snap-A-Way, Ruled, 3-Part, Carbonless, 8.5 x 7"", 250 Forms (44902) "|http://www.discountprintingservice.com/images/large/carbonless_LRG.jpg|
GBC Recycled Regency Composition Covers|Recycled Regency Covers 200pk - Specialty Covers (25812), Brands: GBC|http://media.mybinding.com/media/extendware/ewimageopt/media/inline/41/b/gbc-navy-85-x-11-regency-covers-200pk-9742490-7c1.jpg|
Accessory29|Plantronics A20 Telephone Headset Amplifier and Accessory Deck |https://images-na.ssl-images-amazon.com/images/I/41QW2HE4GFL._SX425_.jpg|
SANFORD Major Accent™ Highlighters|Quick-drying, odorless SMEAR GUARD™ ink resists smearing—even on inkjet printer and ball pen documents|http://images10.newegg.com/ProductImage/A0ZX_1_20130702146354384.jpg|
Polycom ViaVideo™ Desktop Video Communications Unit|ViaVideo™ Desktop Video Communications Unit • Conference room quality Sophisticated integrated multimedia processor and high-quality camera deliver full-screen full-motion, 30 fps business-quality video without sapping processing power from your PC|https://www.323.tv/products/video-conferencing/desktop/polycom-hdx-4500/image_main|
Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set|Unique technology securely fastens the color core and wood casing together for a lock-tight bond. Cores will never slide out or twist, allowing a smoother color laydown every time. Soft leads for easy shading and blending. Packaged in an attractive storage tin. PMA and AP Certified nontoxic. Made in U.S.A. |http://ancdn-a-e.shopletcdn.com/productimages/300x300/ADIX2027.JPG|
Accessory24|24 Button Digital Corded Telephone.Programmable Keys w/ Red/Green LEDs|http://ncts.com.au/wp-content/uploads/2013/09/NEC-SL1100-24Button-800x800-72DPI.jpg|
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"|Traditional round wall clocks will include many offerings if you are looking for a kitchen clock, clocks for a bath. Many selections are perfect for office or school where accuracy is important and you need a bold face clock to see from a distance. All famous brands like Howard Miller, Bulova, Seiko and others.|http://www.theclockdepot.com/images/D/Howard-Miller-625-283-Aries-Wall-Clock-HR.jpg|
Recycled Steel Personal File for Standard File Folders|Recycled, textured steel with full piano hinge, carry handle and label holder. For letter size file folders. Wafer tumbler lock and two keys included. Folders not included. Made in U.S.A. 13-1/2w x 10d x 10-7/8h. Shpg. wt. 9 lbs. |https://s-media-cache-ak0.pinimg.com/236x/05/be/02/05be02e25e8ee7960eef111d7944aa3c.jpg|
Accessory39|Hearing Impaired Telephone Accessories, Phone Amplifier, Hearing Aid Compatible Phones, Phone Flasher|http://www.rehabmart.com/include-mt/img-resize.asp?path=/imagesfromrd/HAR-HC-WIL95%20ClearSounds%20UltraClear%20Portable%20Phone%20Amplifier%20Accessory_Hearing%20Impaired%20Telephone%20Accessories.jpg&width=200&height=218|
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"|EasyClose envelopes with security tint for confidential mailing.24-pound woven white paper.|https://images-na.ssl-images-amazon.com/images/I/31PSdHpbUeL._SX466_.jpg|
GBC Standard Plastic Binding Systems Combs|"Our binding combs are equivalent in quality to GBC CombBinds, and are designed to fit the 19-hole punch pattern specific to comb binding. Binding combs from Binding Depot are 11"" in length for binding letter-size documents and are 100% compatible with all standard 19 ring comb binding machines, including models from GBC, Akiles, USI, Ibico, NSC, Tamerica and Fellowes."|http://www.coronadobinding.com/images/D/Plastic-Comb-Binding.jpg|
